,id,status_id,created_at,text,address,loc,situ,save,sos,sos.pred,sos.correct
1560,1560,9.02217E+17,8/28/2017 17:09,Local resident Kathy Neihaet walks through her damaged neighborhood after Hurricane Harvey hit Port Aransas ... - … https://t.co/0pnVTnjdA1,0,NA,0,0,0,0,0
1561,1561,9.02201E+17,8/28/2017 16:06,365 from Fannett to Hwy 90 is closed due to flooding. #SETXNews #Harvey,1,NA,1,0,0,0,0
1562,1562,9.02334E+17,8/29/2017 0:55,LIVE: WTKR News 3 Dozens of live action rescues are in place as people try to evacuate the flooding in Houston. https://t.co/HkpKmt8JHh,0,NA,1,0,0,0,0
1563,1563,9.01888E+17,8/27/2017 19:24,Beamer &amp; Beltway still raining.  #Harvey @TheRitaGarcia #myfoxhouston.,0,NA,0,0,0,0,0
1564,1564,9.02139E+17,8/28/2017 12:02,"LATEST: #Harvey about 25 miles northeast of Port O'Connor, Texas, with maximum sustained winds of 40mph - NHC… https://t.co/4p4vA8DWva Reu…",1,NA,0,0,0,0,0
1565,1565,9.02082E+17,8/28/2017 8:14,"#3Novices : Residents battle winter flooding https://t.co/MIKP4mKny3 August 28, 2017 at 01:37PM Residents of a Cape Town informal settleme…",0,NA,0,0,0,0,0
1566,1566,9.02198E+17,8/28/2017 15:54,"@Jeggit It was a shark on the freeway in Ponce, PR in Hurricane Irene",1,NA,0,0,0,0,0
1567,1567,9.0215E+17,8/28/2017 12:44,#ATXTraffic:Road closed due to flooding on Camp Craft Rd both ways between Eanes School Rd and Konstanty Cir. @KVUE https://t.co/pjKUlwEhB8,1,NA,1,0,0,0,0
1568,1568,9.02362E+17,8/29/2017 2:46,Thank you #LAFD heroes! You makes your city and #Houston a better place! #LAProud #Harvey #HoustonFloods #HoustonStrong https://t.co/wpz39xEBA6,0,NA,0,0,0,0,0
1569,1569,9.0238E+17,8/29/2017 4:00,"Some parts of Acadiana are seeing localized street flooding thanks to tropical storm Harvey. 
https://t.co/Sd8bqHq64w",0,NA,1,0,0,0,0
1570,1570,9.02235E+17,8/28/2017 18:23,"2 wks ago, Trump rescinded an Obama rule requiring fed, st &amp; local agencies to protect buildings, hghwys &amp; other infrastrctr from flooding.",0,NA,0,0,0,0,0
1571,1571,9.02289E+17,8/28/2017 21:57,"Truly devastating the impact of hurricane Harvey,, currently accepting donations at 5117 E Hwy 83 Suite C, RGC, TX. Pls RT #rgvfamily",1,NA,0,0,0,0,0
1572,1572,9.01835E+17,8/27/2017 15:52,@weatherchannel Could you please include Beltway 8 on your houston maps? That’s the way we’re used to seeing the area and it helps orient us,0,NA,0,0,0,0,0
1573,1573,9.0223E+17,8/28/2017 18:02,12327 Haraldson Forest Dr. - Awaiting Update. #Houston #HarveyRescue #HarveySOS #Houstonflooding #HurricaneHarvey,1,NA,1,1,0,0,0
1574,1574,9.02103E+17,8/28/2017 9:36,":( is so devastating view as puppies lost his life for flood of Hurricane Harvey, there are both love these people that helped saving them https://t.co/TxRltPQ8EX",0,NA,0,0,0,0,0
1575,1575,9.01886E+17,8/27/2017 19:15,"Here's the link 2 donate 2 Harvey relief via the Red Cross. Do it now.
https://t.co/kxGJ7w59Il
@JohnFugelsang @StephMillerShow @frangeladuo",0,NA,0,0,0,0,0
1576,1576,9.01853E+17,8/27/2017 17:05,HUFFPOST: RT RoqPlanas: Flooding I-10E outside Houston. That's a car. https://t.co/QxP0iuVBMX,0,NA,0,0,0,0,0
1577,1577,9.01821E+17,8/27/2017 14:57,The Latest: Flooding causes Houston TV station to evacuate (from @AP) https://t.co/Bzb5F1b4SM,0,NA,1,0,0,0,0
1578,1578,9.01828E+17,8/27/2017 15:26,ICE Left 50 Immigrant Women And Kids Stranded At A Bus Station Before Hurricane Harvey Struck https://t.co/KTMNBmhv6f https://t.co/QRwlrOo61v,0,NA,0,0,0,0,0
1579,1579,9.02387E+17,8/29/2017 4:26,It would be cool if Hurricane Harvey only affected the area where Bachelor in Paradise takes place in Mexico.,0,NA,0,0,0,0,0
1580,1580,9.02193E+17,8/28/2017 15:35,"Dr. Stichler is at Caney Creek right now and there is no water in the building. The parking lot flooded, but the building is good.",1,NA,1,0,0,0,0
1581,1581,9.02099E+17,8/28/2017 9:21,Has flooding begun along Katy Flewellen Rd in Katy?,1,NA,0,0,0,0,0
1582,1582,9.02051E+17,8/28/2017 6:13,Big Walls next 2 vital river system causes flooding/presents animal populations w/habitat loss migration disruption #IfTheEarthCouldTalk,0,NA,0,0,0,0,0
1583,1583,9.01917E+17,8/27/2017 21:21,My friend lives in Texas and she just posted a video of someone going down the street in a paddle boat! #hurricaneharvey,0,NA,0,0,0,0,0
1584,1584,9.01852E+17,8/27/2017 16:58,"#BREAKING: Fort Bend, Alvin ISD closed for the entire upcoming week. Planning to reopen after Labor Day. @KPRC2 #houstonflood",1,NA,0,0,0,0,0
1585,1585,9.01924E+17,8/27/2017 21:47,Witnessed @LeagueCityPD &amp; volunteer boaters rescuing stranded residents in The Park on Clear Creek this afternoon. #Harvey #GalvNews https://t.co/Q9n4S27WLt,0,NA,1,1,0,0,0
1586,1586,9.02047E+17,8/28/2017 5:54,My street is flooded now 🙄,0,NA,1,0,0,0,0
1587,1587,9.0232E+17,8/29/2017 0:01,.@JoelOsteen: Ummm this is the way you do it...you open your place of worship to those who need shelter. #conman #falseprophet #harvey https://t.co/oSokn2PLiT,0,NA,0,0,0,0,0
1588,1588,9.02349E+17,8/29/2017 1:54,"@Vickiwhatever @bfuhrman @paleofuture @JoelOsteen I'm pretty sure this place is difficult to significantly flood. Also, pictures from the street outside the church do not show flooding. https://t.co/RjK73YAfYy",0,NA,1,0,0,0,0
1589,1589,9.01914E+17,8/27/2017 21:06,"If you have any handicapped neighbors and you're in a safe place, please call the authorities to check on them. Please. #HurricaneHarvey",0,NA,0,0,0,0,0
1590,1590,9.02138E+17,8/28/2017 11:55,Houston Buffalo Bayou area will get deeper as Addicks Dams opened #FloodGates before dam breaks #Harvey https://t.co/RqdiyfGnUZ,0,NA,0,0,0,0,0
1591,1591,9.02237E+17,8/28/2017 18:29,Widespread and devastating house flooding. Anyone with a boat is along clear creek fishing people off the top of their homes.,0,1,1,1,1,0,1
1592,1592,9.01861E+17,8/27/2017 17:36,@MediaBuzzFNC @ErinMcPike @emilyjashinsky It should be a test for Texas @GOP @SenTedCruz @RandPaul Senator Cronyn all tried to block disaster aid to NY and NJ after Hurricane Sandy,0,NA,0,0,0,0,0
1593,1593,9.01832E+17,8/27/2017 15:40,Hurricane Harvey price gouging complaints include $99 for water via the @FoxNews App https://t.co/ghBYDDmeOa,0,NA,0,0,0,0,0
1594,1594,9.02319E+17,8/28/2017 23:55,225 at Richie St. Is under water. @Fox26Houston #Harvey,1,NA,1,0,0,0,0
1595,1595,9.01837E+17,8/27/2017 16:02,"Live video feed from side of my house as long as we have power -
5400 block of Rutherglenn Dr, 77096 Meyerland
#Harvey  @abc13houston @KHOU",1,NA,0,0,0,0,0
1596,1596,9.02236E+17,8/28/2017 18:26,Flooding in #NewOrleans on Carrollton Ave at Olive St #traffic #NOLA https://t.co/9is45B96za,1,NA,1,0,0,0,0
1597,1597,9.02131E+17,8/28/2017 11:29,@brooklynmarie Amazing for a place that is in the middle of a hurricane there's not a drop of water in the picture! And people are that stupid. WTF!,0,NA,0,0,0,0,0
1598,1598,9.02198E+17,8/28/2017 15:57,"There would be hours and hours of traffic just going one way on I-45, I-10 and US-290 #HurricaneHarvey #Houston",1,NA,0,0,0,0,0
1599,1599,9.02212E+17,8/28/2017 16:52,The number of cars that have passed me on I-10 heading towards Houston loaded with supplies has been so uplifting #DontMessWithTexas #Harvey,1,NA,0,0,0,0,0
1600,1600,9.01871E+17,8/27/2017 18:16,Fort Bend ISD remains closed until Sept. 5 following effects of #Harvey in #sugarlandtx and #MissouriCityTX area. https://t.co/c4t0cIP4PI,1,NA,1,0,0,0,0
1601,1601,9.02326E+17,8/29/2017 0:22,"#Harvey ~Mandatory Evac 2 Nexus Vision Park ~ SR 2854 Under Water in Conroe, TX
Families can't see patients imagine how scared patients are!",1,1,0,0,1,0,0
1602,1602,9.02289E+17,8/28/2017 21:56,Heads up NW Gulf coast. 4pmCDT #Harvey over water again w 45mph winds. ESE @ 3mph. 997mb. 45mi E of Port O'Connor. 28.5N / 95.7W,1,NA,0,0,0,0,0
1603,1603,9.01855E+17,8/27/2017 17:12,"NUMBER 38:

ADDRESS: 5504 MOORWOOD ST
HOUSTON TX 77026

3+ PPL 

CALL 911 &amp; RETWEET

#HurricaneHarvey
#Houston
#houstonflood1",0,NA,0,0,1,1,1
1604,1604,9.02143E+17,8/28/2017 12:17,"#abc13houston  We need help out here. WALLISVILLE RD, PINE TRAILS subdivision Greens bayous is flooding my neighborhood",0,1,1,1,1,0,1
1605,1605,9.01887E+17,8/27/2017 19:20,"As a Houston TV station flooded, this reporter kept broadcasting: https://t.co/aqqMajggWg #journalism #harvey #Houston #Texas",0,NA,0,0,0,0,0
1606,1606,9.01817E+17,8/27/2017 14:42,💔 Our sister station is being evacuated due to rising water  #khou11 #iamup #wfaa #tegna #texascares #Harvey https://t.co/7SmSvxZOid,0,NA,1,0,0,0,0
1607,1607,9.01818E+17,8/27/2017 14:45,"Disgusting. ICE Left 50 Immigrant Women And Kids Stranded At A Bus Station Before Hurricane Harvey Struck. 
https://t.co/ucMu61XfYF",0,NA,0,0,0,0,0
1608,1608,9.02323E+17,8/29/2017 0:11,THE WALL STREET JOURNAL: Hurricane Harvey leaves Congress with a pair of unexpected financial challenges https://t.co/IIfk4lt32j,0,NA,0,0,0,0,0
1609,1609,9.01827E+17,8/27/2017 15:23,@JessicaMDobson KHOU just went off the air cuz their station is flooding. Just an unreal situation down there.,0,NA,1,0,0,0,0
1610,1610,9.02037E+17,8/28/2017 5:15,The latest The Noisy Street News! https://t.co/DnjDE31h4B Thanks to @harrypusspuss @JanetWarmwind @mickeyroxx279 #vmas #harvey,0,NA,0,0,0,0,0
1611,1611,9.01885E+17,8/27/2017 19:10,"More than 600 people now at Greenspoint's @RedCross shelter, where street flooding is making it difficult to bring food in. #Harvey",0,NA,1,0,0,0,0
1612,1612,9.02374E+17,8/29/2017 3:35,"Hurricane Local Statement issued for Fort Bend, Galveston, Grimes, Harris, Houston and Jackson Counties in TX #txwx https://t.co/YnhSLt5wCe",1,NA,0,0,0,0,0
1613,1613,9.02294E+17,8/28/2017 22:17,"Rescue 10 ppl: 2 kids, 2 elderly, 2 disabled, 1 pregnant 8305 Mesa Dr. Houston, Tx 77028  (since yesterday) no food since Friday. #Harvey",1,NA,0,1,1,1,1
1614,1614,9.02349E+17,8/29/2017 1:54,"@kh_nc1 @AdamLockett34 @KeithOlbermann @JoelOsteen I don't know why, but I hate disinformation. The surrounding area is/was flooded. Looked it up on Houston news station website.",0,NA,0,0,0,0,0
1615,1615,9.01875E+17,8/27/2017 18:32,All mainlines blocked due to high water on I-10 EB at Taylor #traffic https://t.co/vuUN2yElDh,1,NA,1,0,0,0,0
1616,1616,9.02364E+17,8/29/2017 2:53,"Parts of Hempstead,34th, Mangum, 290,610 loop,Sherwood ln,12th,11th and Penner are not flooded yet.#Houston #HurricaneHarvey",1,NA,0,0,0,0,0
1617,1617,9.01879E+17,8/27/2017 18:46,Really this is flooding that was expected....the expectation was we could shelter in place if we were places that didn't normally flood,0,NA,0,0,0,0,0
1618,1618,9.01846E+17,8/27/2017 16:37,"LiveLook at #Houston: here's a look at the bridge over raging Buffalo Bayou. 
#Harvey #HouWx https://t.co/mjyP5lVBEB https://t.co/LQQPcVAsN2",0,NA,0,0,0,0,0
1619,1619,9.01824E+17,8/27/2017 15:08,I am the blue dot and the creek is now over flooding 2-2.5 inches per hour https://t.co/uAtZiDE7nV,0,NA,1,0,0,0,0
1620,1620,9.02173E+17,8/28/2017 14:16,"@POTUS While FLOODING CONTINUES, THE COST WILL EXCEED $400 BILLION FOR THE HOMES, CITIES, RUAL AREAS, INFOSTRUCTURES AFFECTED BACK IN PLACE!",0,NA,0,0,0,0,0
1621,1621,9.02212E+17,8/28/2017 16:51,"Still raining, but streets around Brays Bayou are drivable. Kroger on Main St open, but super long lines. Target, HEB closed.#harveyhouston https://t.co/5o8BjKiDU2",0,NA,0,0,0,0,0
1622,1622,9.01842E+17,8/27/2017 16:21,"Unprecedented flooding in Houston, this is Clear Creek at Friendswood, S of Houston. Move than 3' above the flood of record. #Harvey #txwx https://t.co/XuhXKiM1qh",1,NA,1,0,0,0,0
1623,1623,9.02328E+17,8/29/2017 0:34,"@BauervanStraten @swankymandi @bestfriends They need help right now, NEED boats: 413 Speights Loop Road, Hankamer, TX https://t.co/ZL5xGeGR2W #HurricaneHarvey #animalrescue #ASAP",1,NA,0,1,1,1,1
1624,1624,9.02119E+17,8/28/2017 10:40,Texas officials are urging people the shelter in place and stay off flooded roadways. #HurricaneHarvey,0,NA,0,0,0,0,0
1625,1625,9.01855E+17,8/27/2017 17:13,A boat just drove down my street if y'all wondering how things are going in Baytown #Harvey,0,NA,0,0,0,0,0
1626,1626,9.02162E+17,8/28/2017 13:32,The latest The Sebastian St. George Daily! https://t.co/uJYfaR4Pjh #hurricaneharvey #graphicdesign,0,NA,0,0,0,0,0
1627,1627,9.01811E+17,8/27/2017 14:19,This webcam in #Houston is nearly underwater. Location: IH-610 West Loop at Frontage Road at Westpark #Harvey #flooding,1,NA,1,0,0,0,0
1628,1628,9.02325E+17,8/29/2017 0:19,"😡 the irresponsible, dangerous, wasteful work of @DanPatrick &amp; @GovAbbott's #txlege are on full view in light of #HurricaneHarvey. https://t.co/utxeO0Lpto",0,NA,0,0,0,0,0
1629,1629,9.02171E+17,8/28/2017 14:07,Incredible! #Houston before and after #Harvey - does that push #Trump to change his view regarding #climatechange? https://t.co/KXRlJBlKNg,0,NA,0,0,0,0,0
1630,1630,9.02194E+17,8/28/2017 15:39,"Here's a closer view on the map. #Harvey #SWLA @KPLC7News 
@NWSLakeCharles doesn't expect it to become a hurricane; will remain TS. https://t.co/m1ZHXFMH0I",0,NA,0,0,0,0,0
1631,1631,9.02214E+17,8/28/2017 16:58,"CNN: See the emotional moment this Hurricane Harvey survivor, who lost everything, learned his dad survived the st… https://t.co/Febm1CjrvQ",0,NA,0,0,0,0,0
1632,1632,9.01869E+17,8/27/2017 18:09,Ay dawg RT @RoqPlanas: Flooding I-10E outside Houston. That's a car. https://t.co/m1qGwX4ROD,1,NA,1,0,0,0,0
1633,1633,9.02142E+17,8/28/2017 12:11,Closed due to flooding. in #Cypress on Hwy 99 Grand Pkwy NB at 99 #traffic https://t.co/vuUN2yElDh,1,NA,1,0,0,0,0
1634,1634,9.0181E+17,8/27/2017 14:14,"Still raining, but not as fast; street water has subsided to below the curb which is good news. #HurricaneHarvey",0,NA,0,0,0,0,0
1635,1635,9.02346E+17,8/29/2017 1:44,"SHELTER UPDATE: New shelter with supplies opening @ church on Kingspoint Rd, #Houston. #Harvey #HoustonStrong https://t.co/8YxRK2x8bj",1,NA,0,0,0,0,0
1636,1636,9.02103E+17,8/28/2017 9:38,"The Wall Street Journal: Trump praises response to Texas flooding, plans visit Tuesday https://t.co/PXLE6zfsOP",0,NA,0,0,0,0,0
1637,1637,9.01815E+17,8/27/2017 14:35,Friend sent this from near Heights - I-10 under water. #Harvey #Houston https://t.co/MlGqNdl7Fv,0,NA,0,0,0,0,0
1638,1638,9.01915E+17,8/27/2017 21:11,if you or someone you know is suffering from the hurricane or floods in houston and needs a place to stay contact me,0,NA,0,0,0,0,0
1639,1639,9.02106E+17,8/28/2017 9:48,Hurricane Harvey: Massive sinkhole opens up on Texas motorway after flooding https://t.co/BXZk0UWIh1 https://t.co/wnjB3qg2Xd,0,NA,0,0,0,0,0
1640,1640,9.01839E+17,8/27/2017 16:09,Schools/daycares closed. In Beaumont and unable to return to The Woodlands due to flooding. Still fortunate w/dry house and street. #Harvey https://t.co/k7NEJZnJe5,0,NA,1,0,0,0,0
1641,1641,9.01835E+17,8/27/2017 15:53,St. Louis native braces for Hurricane Harvey https://t.co/M6CkZdwTsl via @KSDKNEWS,0,NA,0,0,0,0,0
1642,1642,9.01826E+17,8/27/2017 15:19,Per @CityofGalveston: Cruise ships will not return to Port of Galveston today due to #Harvey #GalvNews,0,NA,0,0,0,0,0
1643,1643,9.02235E+17,8/28/2017 18:23,1100 Langwick Dr. - Awaiting Update. #Houston #HarveyRescue #HarveySOS #Houstonflooding #HurricaneHarvey,1,NA,0,1,0,0,0
1644,1644,9.02233E+17,8/28/2017 18:15,"Those in Sugar Land/ New Territory trying to evacuate #HurricaneHarvey, but can't get to I-10 here are instructions. Stay safe!! https://t.co/WAYGYGuNtp",1,NA,0,0,0,1,0
1645,1645,9.02055E+17,8/28/2017 6:26,@ArevaloBrie1998 With out opening them you risk major failure resulting in a uncontrolled release and thousands of homes being flooding behind the dam,0,NA,0,0,0,0,0
1646,1646,9.02235E+17,8/28/2017 18:23,The best place to share #Harvey news is in our LIVE chatroom that also contains our radio broadcast: https://t.co/6X8Msr2BqM,0,NA,0,0,0,0,0
1647,1647,9.02293E+17,8/28/2017 22:14,@JoelOsteen Why did god send a hurricane in the 1st place? He seems like an asshole. https://t.co/7FjQtWkDST,0,NA,0,0,0,0,0
1648,1648,9.01814E+17,8/27/2017 14:30,NE 7th &amp; Marburger (Smithville) trying to pump the water out. This is a street prone to flooding. Neighbors say it's exhausting. @KXAN_News https://t.co/ukcBn8Faxt,1,NA,0,0,0,0,0
1649,1649,9.02325E+17,8/29/2017 0:20,What doesn't make sense is the fact that he hasn't opened the doors to his HUGE church as a safe place for hurricane Harvey victims 🤔 https://t.co/AfvTBfbhDV,0,NA,0,0,0,0,0
1650,1650,9.0191E+17,8/27/2017 20:51,"@MissyHymel @Mikel_Jollett Hate to rain on your parade, but who sent the hurricane? Then ask why.",0,NA,0,0,0,0,0
1651,1651,9.02229E+17,8/28/2017 18:00,#BELTWAY 8 IN #HOUSTON COLLAPSED🚨🚨🚨🚨🚨#HurricaneHarvey,1,NA,1,0,0,0,0
1652,1652,9.02143E+17,8/28/2017 12:16,"Accident, left lane blocked in #Arlington on 30 EB after Baird Farm Rd, stopped traffic back to Eastchase Pky, delay of 30 mins #DFWTraffic",1,NA,0,0,0,0,0
1653,1653,9.02204E+17,8/28/2017 16:20,Avoid the @Hilton on Pacific Ave in #Dallas. Doubling $$ due to increased demand from Harvey. @KenPaxtonTX #HarveyRelief #Gouging #anti-US,1,NA,0,0,0,0,0
1654,1654,9.02389E+17,8/29/2017 4:35,"@hookem1787 @mj5150 @ulliowl @ABC13Antonio @SylvesterTurner @abc13houston Here's a rule of thumb. ""If there's a Hurricane in the Bay, I don't play"" - Nolan Hodges..",0,NA,0,0,0,0,0
1655,1655,9.01827E+17,8/27/2017 15:23,@KPRC2 any chance you know how the flooding is on Texas Avenue in #houston? I live in AR.,1,NA,0,0,0,0,0
1656,1656,9.01912E+17,8/27/2017 20:58,@CNN Where would we go? All of texas is flooding.. rather be at home than stranded on a freeway..🤘,0,NA,0,0,0,0,0
1657,1657,9.02295E+17,8/28/2017 22:19,"🚨🚨 HELP IS NEEDED 6206 Cibola Ln, Houston, TX 77041 🚨🚨 #Houston #HoustonFloods #HurricaneHarvey #houstonhelpneeded https://t.co/AnLTnQIuZR",1,NA,0,1,1,1,1
1658,1658,9.02056E+17,8/28/2017 6:31,Witnessed 2 strangers drive from Tennessee with an airboat help bring in a woman in labor from HTX into the hospital #Harvey #hope,0,NA,0,0,0,1,0
1659,1659,9.02227E+17,8/28/2017 17:50,"100% profits go to #HurricaneHarvey relief @Samaratin'sPurse! Hugo, Painter Place Book 2. Hurry--only 20 left!
 https://t.co/7XlANqfY9N",0,NA,0,0,0,0,0
1660,1660,9.02144E+17,8/28/2017 12:22,@JJGill7 They were worried about people getting trapped in highway flooding. That happened in 2005 with Rita. 12 were killed on roads.,0,NA,0,0,0,0,0
1661,1661,9.02194E+17,8/28/2017 15:38,More incredible flooding along I-10 https://t.co/7XlX2Cyj1O,0,NA,1,0,0,0,0
1662,1662,9.01881E+17,8/27/2017 18:56,@newnewspage They don't even give 100% of the donations to the relief. Every place that has had a hurricane is still in need of repair.,0,NA,0,0,0,0,0
1663,1663,9.0223E+17,8/28/2017 18:03,MEANWHILE IN TEXAS.......2017 HURRICANE HARVEY CATTLE DRIVE.... https://t.co/VbPMLs8obt,1,NA,0,0,0,0,0
1664,1664,9.01871E+17,8/27/2017 18:16,"The #Lackland BX, food court &amp; theater will remain open during Hurricane Harvey to support new graduates restricted to base due to the storm https://t.co/lxEBnGrEr3",0,NA,0,0,0,0,0
1665,1665,9.01829E+17,8/27/2017 15:29,Here is the 11 am track of #Harvey. Not expecting much movement over the next few days. #FirstAlertWx https://t.co/IVlfb9lyOU,0,NA,0,0,0,0,0
1666,1666,9.01906E+17,8/27/2017 20:34,The Wall Street Journal: Hurricane Harvey likely to snarl U.S. air traffi... https://t.co/6RJVC6djzs https://t.co/oveR7PNVLc,0,NA,0,0,0,0,0
1667,1667,9.02384E+17,8/29/2017 4:16,"@spike1232000 @TamraBarney Preach Veronica. Also, really having to blast this the weekend of the hurricane. Not one word about the victims #narcissism at it's finest",0,NA,0,0,0,0,0
1668,1668,9.0232E+17,8/29/2017 0:01,"Spending great time with awesome friends,who evacuated their place as a result of the #HurricaneHarvey to come stay with me.God is with us. https://t.co/E2tjhPqUh7",0,NA,0,0,0,0,0
1669,1669,9.01865E+17,8/27/2017 17:50,Even the news station is flooded. https://t.co/VRqhDPTXAQ,0,NA,0,0,0,0,0
1670,1670,9.02145E+17,8/28/2017 12:23,"@MJVentrice @StormHour No, it's not. Last year Jacksonville area worried their hurricane might circle back around",0,NA,0,0,0,0,0
1671,1671,9.02194E+17,8/28/2017 15:38,"The View from Houston, as Harvey’s Flood Waters Rise https://t.co/Cl8VnLHa28 #Houston #Texas #Harvey https://t.co/T1JHesROi4",0,NA,0,0,0,0,0
1672,1672,9.01871E+17,8/27/2017 18:16,"Flooding from Harvey Closes NASA Center in Houston, but Space Station Operations Continue https://t.co/eX9bD4Uwec",0,NA,1,0,0,0,0
1673,1673,9.02295E+17,8/28/2017 22:22,AAA: Gas Prices Could Spike Amidst Hurricane Harvey Devastation - https://t.co/n37SccPLtZ https://t.co/yfVniaD4kR,0,NA,0,0,0,0,0
1674,1674,9.02296E+17,8/28/2017 22:23,This is when hurricane Katrina took place...... this the dumb shit I'm talkin about. https://t.co/R3y8ib5nr2,0,NA,0,0,0,0,0
1675,1675,9.02353E+17,8/29/2017 2:12,flooding:IH-20  eastbound TransVISION Edgecliff Village various Lns blocked,1,NA,1,0,0,0,0
1676,1676,9.02228E+17,8/28/2017 17:53,@mpgPhD Houston is not the only place in Texas hit by Hurricane Harvey.,0,NA,0,0,0,0,0
1677,1677,9.02198E+17,8/28/2017 15:56,Do I have to evacuate if I live in 4545 Louetta road 77388? #houston #harvey #help #hurricane #fox26,1,NA,0,0,0,1,0
1678,1678,9.01863E+17,8/27/2017 17:44,@WFAA @NBCDFW @wfaaweather flooding at St Laurence Church in Southlake https://t.co/K6B2rHYZIN,1,NA,1,0,0,0,0
1679,1679,9.01889E+17,8/27/2017 19:28,Very close to my place.#houstonflooding https://t.co/Gcw6bSIKxa,0,NA,0,0,0,0,0
1680,1680,9.02187E+17,8/28/2017 15:12,Seawall Collapses In North Fort Myers (pls RT↺❤️) https://t.co/wK3uobgFlU #flooding #fox4 #seawallcollapse,1,NA,0,0,0,0,0
1681,1681,9.02056E+17,8/28/2017 6:31,This picture taken by my friend Kyle Jack in Houston shows people jetskiing on one of Houston's main interstates I-45 #HurricaneHarvey https://t.co/lCfKiK60N7,0,NA,0,0,0,0,0
1682,1682,9.01876E+17,8/27/2017 18:35,"@dcsdcouncil @deptinfra 
Roads Service underpass at Faughan Bridge, Campsie unsafe and inaccessible after flooding https://t.co/jFUYNgkG2F",0,NA,0,0,0,0,0
1683,1683,9.02195E+17,8/28/2017 15:41,Line at grocery store near Wheeler Station in Midtown #Houston. #Harvey https://t.co/gBmTxqItmx https://t.co/ngS4VDboUm,0,NA,0,0,0,0,0
1684,1684,9.02202E+17,8/28/2017 16:13,MO-TF1 has made it to Houston Fire Station #78. They are working with Houston Fire Department performing water rescues &amp; evacuations #Harvey https://t.co/iVtjK5Le2y,0,NA,0,0,0,0,0
1685,1685,9.01811E+17,8/27/2017 14:18,"#Galveston is not flooded. But I-45, other routes onto island are impassable in places. City is discouraging people from returning #Harvey https://t.co/AGMssQA9DU",1,NA,1,0,0,0,0
1686,1686,9.01902E+17,8/27/2017 20:20,#houston #HurricaneHarvey #hurricane flood #help looking for all volunteer groups that can rescue 2 send info. Plz respond with Twitter acct,0,NA,0,1,1,1,0
1687,1687,9.01808E+17,8/27/2017 14:05,And don't try to drive--it puts you in more danger. People are driving on the wrong side of I-45 bc of flooding #houstonflood#harvey#houston https://t.co/lR1VYwZDQM,1,NA,1,0,0,0,0
1688,1688,9.01823E+17,8/27/2017 15:03,ICE Left 50 Immigrant Women And Kids Stranded At A Bus Station Before Hurricane Harvey Struck - BuzzFeed News https://t.co/jmuTH9VWsF,0,NA,0,0,0,0,0
1689,1689,9.0184E+17,8/27/2017 16:14,Spring Creek as of 9:45AM was at 94.42 Ft. Its flood stage is at 91.5 FT.  This thing is about to hit major status 😬😫🤦‍♂️ #houston https://t.co/qkTnssRW0v,1,NA,1,0,0,0,0
1690,1690,9.02227E+17,8/28/2017 17:50,2407 Market St #Baytown civic center #share #hurricaneharvey https://t.co/lpjlpyIEXP,1,NA,0,0,0,1,0
1691,1691,9.02203E+17,8/28/2017 16:17,One of my friends who's house started flooding saw some ppl go down the street on a jet ski,0,NA,1,0,0,0,0
1692,1692,9.02107E+17,8/28/2017 9:54,"WOW: A local news team leads rescuers to truck driver trapped in 10 feet of water

via @rebeccashap #HurricaneHarvey
https://t.co/x9jLoTRpkQ",0,NA,0,0,0,0,0
1693,1693,9.02161E+17,8/28/2017 13:29,If you'd like to help the victims of #HurricaneHarvey the #SalvationArmy is a good place to start. Follow this link https://t.co/UWXc8ubMLf,0,NA,0,0,0,0,0
1694,1694,9.02346E+17,8/29/2017 1:44,Praying for everyone that's going through a had time with this hurricane. If any of you going are in need of a place to stay over night dm https://t.co/35NwQ88fNj,0,NA,0,0,0,0,0
1695,1695,9.02216E+17,8/28/2017 17:09,"While Texas is flooding:

The court has issued a statement basically saying that the DNC has the right to appoint... https://t.co/OulW6Eh7bC",0,NA,0,0,0,0,0
1696,1696,9.01836E+17,8/27/2017 15:57,TV station in Houston off the air and evacuated due to #HurricaneHarvery flooding ... crazy. https://t.co/amHLrLIHGz,0,NA,0,0,0,0,0
1697,1697,9.01847E+17,8/27/2017 16:40,"@Psk113050 I would have been ruined last year by the flooding they had in Brenham. Had I gone to Port Lavaca this year, well... #StayingHere",1,NA,0,0,0,0,0
1698,1698,9.01904E+17,8/27/2017 20:26,Bless y'all but a brand new dam could bust under this weather. We simply don't design for this level of flooding. We can't. https://t.co/XVGrDBhMdh,0,NA,0,0,0,0,0
1699,1699,9.01912E+17,8/27/2017 20:59,"@SquealingNerd Manor is flooding in places. We're locked into our neighborhood by low water crossings, but our house is fine so far. We have sandbags, too.",0,NA,0,0,0,0,0
1700,1700,9.02236E+17,8/28/2017 18:26,I hope my house in El Campo don't flood 😰 street full of water and its high and deep too,0,NA,0,0,0,0,0
1701,1701,9.01812E+17,8/27/2017 14:22,Houston fire and rescue can not reach most calls due to high water.  Some can't get back to station. Absolutely horrific #Harvey,0,NA,0,0,0,0,0
1702,1702,9.02379E+17,8/29/2017 3:54,Tropical Storm #Harvey may impact 15 container vessels headed to the port of #Houston. Read more: https://t.co/z3Yd1LEjdb #HurricaneHarvey https://t.co/UBAxVoyhpo,0,NA,0,0,0,0,0
